"ID","TITLE","META_DESC","FULL_SUMMARY"
"244","Epilepsy","Epilepsy is a brain disorder that causes people to have seizures. The seizures may be mild or severe.  Learn about causes, diagnosis, and treatment.","<p>Epilepsy is a brain disorder that causes people to have recurring <a href='https://medlineplus.gov/seizures.html'>seizures</a>. The seizures happen when clusters of nerve cells, or neurons, in the brain send out the wrong signals. People may have strange sensations and emotions or behave strangely. They may have violent muscle spasms or lose consciousness.</p> <p>Epilepsy has many possible causes, including illness, brain injury, and abnormal brain development. In many cases, the cause is unknown.</p> <p>Doctors use brain scans and other tests to diagnose epilepsy. It is important to start treatment right away. There is no cure for epilepsy, but medicines can control seizures for most people. When medicines are not working well, surgery or implanted devices such as vagus nerve stimulators may help. Special diets can help some children with epilepsy.</p> <p >NIH: National Institute of Neurological Disorders and Stroke</p>"
"118","Erectile Dysfunction","Men with erectile dysfunction (ED), or impotence, have trouble getting or keeping an erection. It is more common in older men. Learn about treatment.","<p>Erectile dysfunction (ED) is a common type of male sexual dysfunction. It is when a man has trouble getting or keeping an erection. ED becomes more common as you get older. But it's not a natural part of aging.</p> <p>Some people have trouble speaking with their doctors about sex. But if you have ED, you should tell your doctor. ED can be a sign of health problems. It may mean your blood vessels are clogged. It may mean you have nerve damage from diabetes. If you don't see your doctor, these problems will go untreated. </p> <p>Your doctor can offer several new treatments for ED. For many men, the answer is as simple as taking a pill. Getting more exercise, losing weight, or stopping smoking may also help. </p> <p >NIH: National Institute of Diabetes and Digestive and Kidney Diseases</p>"
"245","Esophageal Cancer","Early esophageal cancer does not have symptoms. Factors that increase risk include heavy drinking and smoking. Learn how you can reduce your risk. ","<p>The esophagus is a hollow tube that carries food and liquids from your throat to your stomach. Early esophageal cancer usually does not cause symptoms. Later, you may have symptoms such as</p> <ul> <li>Painful or difficult swallowing</li> <li>Weight loss</li> <li>A hoarse voice or cough that doesn't go away</li> </ul> <p>You're at greater risk for getting esophageal cancer if you smoke, drink heavily, or have <a href='https://medlineplus.gov/gerd.html'>acid reflux</a>. Your risk also goes up as you age</p> <p> Your doctor uses imaging tests and a biopsy to diagnose esophageal cancer. Treatments include surgery, radiation, and chemotherapy. You might also need <a href='https://medlineplus.gov/nutritionalsupport.html'>nutritional support</a>, since the cancer or treatment may make it hard to swallow.</p> <p >NIH: National Cancer Institute</p>"
"246","Esophagus Disorders","You esophagus is the tube that carries food and liquids from your mouth to your stomach. Esophagus problems include GERD (reflux), cancer, esophagitis, and spasms. Learn about symptoms and treatments.","<p>The esophagus is the muscular tube that carries food and liquids from your mouth to the stomach. You may not be aware of your esophagus until you swallow something too large, too hot, or too cold. You may also notice it when something is wrong. You may feel pain or have <a href='https://medlineplus.gov/swallowingdisorders.html'>trouble swallowing</a>.</p> <p>The most common problem with the esophagus is <a href='https://medlineplus.gov/gerd.html'>GERD</a> (gastroesophageal reflux disease). With GERD, a muscle at the end of your esophagus does not close properly. This allows stomach contents to leak back, or reflux, into the esophagus and irritate it. Over time, GERD can cause damage to the esophagus.</p> <p>Other problems include <a href='https://medlineplus.gov/heartburn.html'>heartburn</a>, <a href='https://medlineplus.gov/esophagealcancer.html'>cancer</a>, and <a href='https://medlineplus.gov/eosinophilicesophagitis.html'>eosinophilic esophagitis</a>. Doctors may use various tests to make a diagnosis. These include imaging tests, an upper endoscopy, and a biopsy.</p> <p>Treatment depends on the problem. Some problems get better with over-the-counter medicines or changes in diet. Others may need prescription medicines or surgery.</p> <p >NIH: National Institute of Diabetes and Digestive and Kidney Diseases</p>"
"1530","Exercise for Seniors","As we age, exercise becomes more challenging. But it is important for seniors to get enough exercise. How much exercise do you need? Find out.","<p>Exercise and physical activity are good for just about everyone, including older adults. There are four main types and each type is different. Doing them all will give you more <a href='https://medlineplus.gov/benefitsofexercise.html'>benefits</a>.</p> <ul> <li>Endurance, or aerobic, activities increase your breathing and heart rate. Brisk walking or jogging, dancing, swimming, and biking are examples.</li> <li>Strength exercises make your muscles stronger. Lifting weights or using a resistance band can build strength.</li> <li>Balance exercises help prevent falls</li> <li>Flexibility exercises stretch your muscles and can help your body stay limber</li> </ul> <p>If you have not been active, you can start slowly and work up to your goal. <a href='https://medlineplus.gov/howmuchexercisedoineed.html'>How much exercise you need</a> depends on your age and health. Check with your health care provider on what is right for you.</p> <p >NIH: National Institute on Aging</p>"
"491","Eye Cancer","Eye cancer is rare. Learn about symptoms, treatments and the different types, including retinoblastoma. It most often affects young children.","<p>Cancer of the eye is uncommon. It can affect the outer parts of the eye, such as the eyelid, which are made up of muscles, skin and nerves. If the cancer starts inside the eyeball it's called intraocular cancer. The most common intraocular cancers in adults are melanoma and lymphoma. The most common eye cancer in children is retinoblastoma, which starts in the cells of the retina. Cancer can also spread to the eye from other parts of the body.</p> <p>Treatment for eye cancer varies by the type and by how advanced it is. It may include surgery, radiation therapy, freezing or heat therapy, or laser therapy. </p>"
"6425","Eye Care","Your eyes are an important part of your health. You should get your eyes checked as often as your health care provider recommends it, or if you have any new vision problems. Learn more on how to care ","<p>Your eyes are an important part of your health. Most people rely on their eyes to see and make sense of the world around them. But some <a href='https://medlineplus.gov/eyediseases.html'>eye diseases</a> can lead to <a href='https://medlineplus.gov/visionimpairmentandblindness.html'>vision loss</a>, so it is important to identify and treat eye diseases as early as possible. You should get your eyes checked as often as your health care provider recommends it, or if you have any new vision problems. And just as it is important to keep your body healthy, you also need to keep your eyes healthy.</p> <h3>Eye Care Tips</h3> <p>There are things you can do to help keep your eyes healthy and make sure you are seeing your best:</p> <ul> <li><strong>Eat a healthy, balanced diet.</strong> Your diet should include plenty or fruits and vegetables, especially deep yellow and green leafy vegetables. Eating fish high in omega-3 fatty acids, such as salmon, tuna, and halibut can also help your eyes.</li> <li><strong>Maintain a healthy weight.</strong> Being overweight or having obesity increases your risk of developing diabetes. Having diabetes puts you at higher risk of getting <a href='https://medlineplus.gov/diabeticeyeproblems.html'>diabetic retinopathy</a> or <a href='https://medlineplus.gov/glaucoma.html'>glaucoma</a>.</li> <li><strong>Get regular exercise.</strong> Exercise may help to prevent or control diabetes, high blood pressure, and high cholesterol. These diseases can lead to some eye or vision problems. So if you exercise regularly, you can lower your risk of getting these eye and vision problems.</li> <li><strong>Wear sunglasses.</strong> <a href='https://medlineplus.gov/sunexposure.html'>Sun exposure</a> can damage your eyes and raise your risk of <a href='https://medlineplus.gov/cataract.html'>cataracts</a> and <a href='https://medlineplus.gov/maculardegeneration.html'>age-related macular degeneration</a>. Protect your eyes by using sunglasses that block out 99 to 100 percent of both UV-A and UV-B radiation.</li> <li><strong>Wear protective eye wear.</strong> To prevent <a href='https://medlineplus.gov/eyeinjuries.html'>eye injuries</a>, you need eye protection when playing certain sports, working in jobs such as factory work and construction, and doing repairs or projects in your home.</li> <li><strong>Avoid smoking.</strong> Smoking increases the risk of developing age-related eye diseases such as macular degeneration and cataracts and can damage the <a href='https://medlineplus.gov/opticnervedisorders.html'>optic nerve</a>.</li> <li><strong>Know your family health history.</strong> Some eye diseases are inherited, so it is important to find out whether anyone in your family has had them. This can help you determine if you are at higher risk of developing an eye disease.</li> <li><strong>Know your other risk factors.</strong> As you get older, you are at higher risk of developing age-related eye diseases and conditions. It is important to know you risk factors because you may be able to lower your risk by changing some behaviors.</li> <li><strong>If you wear contacts, take steps to prevent eye infections.</strong> Wash your hands well before you put in or take out your contact lenses. Also follow the instructions on how to properly clean them, and replace them when needed.</li> <li><strong>Give your eyes a rest.</strong> If you spend a lot of time using a computer, you can forget to blink your eyes and your eyes can get tired. To reduce eyestrain, try the 20-20-20 rule: Every 20 minutes, look away about 20 feet in front of you for 20 seconds.</li> </ul> <h3>Eye Tests and Exams</h3> <p>Everyone needs to have their eyesight tested to check for vision and eye problems. Children usually have vision screening in school or at their health care provider's office during a checkup. Adults may also get vision screenings during their checkups. But many adults need more than a vision screening. They need a comprehensive dilated eye exam.</p> <p>Getting comprehensive dilated eye exams is especially important because some eye diseases may not have warning signs. The exams are the only way to detect these diseases in their early stages, when they are easier to treat.</p> <p>The exam includes several tests:</p> <ul> <li>A visual field test to measure your side (peripheral) vision. A loss of peripheral vision may be a sign of glaucoma.</li> <li>A visual acuity test, where you read an eye chart about 20 feet away, to check on how well you see at various distances</li> <li>Tonometry, which measures your eye's interior pressure. It helps to detect glaucoma.</li> <li>Dilation, which involves getting eye drops that dilate (widen) your pupils. This allows more light to enter the eye. Your eye care provider examines your eyes using a special magnifying lens. This provides a clear view of important tissues at the back of your eye, including the <a href='https://medlineplus.gov/retinaldisorders.html'>retina</a>, macula, and optic nerve.</li> </ul> <p>If you have a <a href='https://medlineplus.gov/refractiveerrors.html'>refractive error</a> and are going to need <a href='https://medlineplus.gov/eyewear.html'>glasses or contacts</a>, then you will also have a refraction test. When you have this test, you look through a device that has lenses of different strengths to help your eye care professional figure out which lenses will give you the clearest vision.</p> <p>At what age you should start getting these exams and how often you need them depends on many factors. They include your age, race, and overall health. For example, if you are African American, you are at higher risk of glaucoma and you need to start getting the exams earlier. If you have diabetes, you should get an exam every year. Check with your health care provider about if and when you need these exams.</p>"
"247","Eye Diseases","Some eye problems are minor and go away. Others can cause vision loss. Learn about diseases of the eye, including symptoms, diagnosis, and treatment.","<p>Some eye problems are minor and don't last long. But some can lead to a permanent <a href='https://medlineplus.gov/visionimpairmentandblindness.html'>loss of vision</a>.</p> <p>Common eye problems include</p> <ul> <li><a href='https://medlineplus.gov/refractiveerrors.html'>Refractive errors</a></li> <li><a href='https://medlineplus.gov/cataract.html'>Cataracts</a> - clouded lenses</li> <li><a href='https://medlineplus.gov/opticnervedisorders.html'>Optic nerve disorders</a>, including <a href='https://medlineplus.gov/glaucoma.html'>glaucoma</a></li> <li><a href='https://medlineplus.gov/retinaldisorders.html'>Retinal disorders</a> - problems with the nerve layer at the back of the eye</li> <li><a href='https://medlineplus.gov/maculardegeneration.html'>Macular degeneration</a> - a disease that destroys sharp, central vision</li> <li><a href='https://medlineplus.gov/diabeticeyeproblems.html'>Diabetic eye problems</a></li> <li>Conjunctivitis - an infection also known as <a href='https://medlineplus.gov/pinkeye.html'>pinkeye</a></li> </ul> <p>Your best defense is to have <a href='https://medlineplus.gov/eyecare.html'>regular checkups</a>, because eye diseases do not always have symptoms. Early detection and treatment could prevent vision loss. See an eye care professional right away if you have a sudden change in vision, if everything looks dim, or if you see flashes of light. Other symptoms that need quick attention are pain, double vision, fluid coming from the eye, and inflammation.</p> <p >NIH: National Eye Institute </p>"
"4398","Eye Infections","Eye infections can be caused by bacteria, fungi, or viruses. Learn about the different types, including styes, and their symptoms and treatment.","<p>Your eyes can get infections from bacteria, fungi, or viruses. Eye infections can occur in different parts of the eye and can affect just one eye or both. Two common eye infections are</p> <ul> <li> Conjunctivitis - also known as <a href='https://medlineplus.gov/pinkeye.html'>pinkeye</a>. Conjunctivitis is often due to an infection. Children frequently get it, and it is very contagious. </li> <li>Stye - a bump on the eyelid that happens when bacteria from your skin get into the hair follicle of an eyelash.</li> </ul> <p>Symptoms of eye infections may include redness, itching, swelling, discharge, pain, or problems with vision. Treatment depends on the cause of the infection and may include compresses, eye drops, creams, or antibiotics.</p>"
"492","Eye Injuries","Eye injuries can cause eye strain, or be serious enough to damage your vision. Read about common causes, prevention, first aid, and other treatments.","<p>The structure of your face helps protect your eyes from injury. Still, injuries can damage your eye, sometimes severely enough that you could lose your vision. Most eye injuries are preventable. If you play sports or work in certain jobs, you may need protection.</p> <p>The most common type of injury happens when something irritates the outer surface of your eye. Certain jobs such as industrial jobs or hobbies such as carpentry make this type of injury more likely. It's also more likely if you wear contact lenses.</p> <p>Chemicals or heat can burn your eyes. With chemicals, the pain may cause you to close your eyes. This traps the irritant next to the eye and may cause more damage. You should wash out your eye right away while you wait for medical help.</p>"
"5873","Eye Movement Disorders","Learn about eye movement disorders, such as strabismus, where the eyes point in different directions, and nystagmus, which causes rapid eye movements.","<p>When you look at an object, you're using several muscles to move both eyes to focus on it. If you have a problem with the muscles, the eyes don't work properly.</p> <p>There are many kinds of eye movement disorders. Two common ones are</p> <ul> <li>Strabismus - a disorder in which the two eyes don't line up in the same direction. This results in ""crossed eyes"" or ""walleye.""</li> <li>Nystagmus - fast, uncontrollable movements of the eyes, sometimes called ""dancing eyes""</li> </ul> <p>Some eye movement disorders are present at birth. Others develop over time and may be associated with other problems, such as injuries. Treatments include glasses, patches, eye muscle exercises, and surgery. There is no cure for some kinds of eye movement disorders, such as most kinds of nystagmus.</p>"
"5404","Eyelid Disorders","Your eyelids help protect your eyes. But they can droop, twitch, or become infected or inflamed. Learn about eyelid disorders and their treatment.","<p>Your eyelids help protect your eyes. When you blink, your eyelids spread moisture over your eyes. Blinking also helps move dirt or other particles off the surface of the eye. You close your eyelids when you see something coming toward your eyes. This can help protect against injuries.</p> <p>Like most other parts of your body, your eyelids can get infected, inflamed, or even develop cancer. There are also specific eyelid problems, including</p> <ul> <li>Eyelids that turn in or out</li> <li>Eyelids that droop</li> <li>Abnormal blinking or twitching</li> </ul> <p>Treatment of eyelid problems depends on the cause.</p>"
"1574","Facial Injuries and Disorders","Face injuries and disorders can cause pain and affect how you look. In severe cases, they affect sight, speech, breathing and ability to swallow.","<p>Face injuries and disorders can cause pain and affect how you look. In severe cases, they can affect sight, speech, breathing and your ability to swallow. Broken bones, especially the bones of your nose, cheekbone and <a href='https://medlineplus.gov/jawinjuriesanddisorders.html'>jaw</a>, are common facial injuries.</p> <p>Certain diseases also lead to facial disorders. For example, nerve diseases like <a href='https://medlineplus.gov/trigeminalneuralgia.html'>trigeminal neuralgia</a> or <a href='https://medlineplus.gov/bellspalsy.html'>Bell's palsy </a>sometimes cause facial pain, spasms and trouble with eye or facial movement. Birth defects can also affect the face. They can cause underdeveloped or unusually prominent facial features or a lack of facial expression. <a href='https://medlineplus.gov/cleftlipandpalate.html'>Cleft lip and palate</a> are a common facial birth defect.</p>"
"1481","Fainting","Fainting, or syncope, is a brief loss of consciousness when blood flow to the brain suddenly drops. Know the causes and what to do if someone faints.","<p>Fainting is a temporary loss of consciousness. If you're about to faint, you'll feel dizzy, lightheaded, or nauseous. Your field of vision may ""white out"" or ""black out."" Your skin may be cold and clammy. You lose muscle control at the same time, and may fall down.</p> <p>Fainting usually happens when your blood pressure <a href='https://medlineplus.gov/lowbloodpressure.html'>drops</a> suddenly, causing a decrease in blood flow to your brain. It is more common in older people. Some causes of fainting include</p> <ul> <li>Heat or dehydration </li> <li>Emotional distress </li> <li>Standing up too quickly </li> <li>Certain medicines </li> <li>Drop in blood sugar </li> <li>Heart problems </li> </ul> <p>When someone faints, make sure that the airway is clear and check for breathing. The person should stay lying down for 10-15 minutes. Most people recover completely. Fainting is usually nothing to worry about, but it can sometimes be a sign of a serious problem. If you faint, it's important to see your health care provider and find out why it happened. </p>"
"1661","Falls","We all fall down sometimes. Most of the time falls are not serious. But some falls can be dangerous. Learn  how to prevent falls. ","<p>Falls can be dangerous at any age. Babies and young children can get hurt falling off furniture or down the stairs. Older children may fall off playground equipment. For elderly people, falls can be especially serious. They are at higher risk of falling. They are also more likely to <a href='https://medlineplus.gov/fractures.html'>break a bone</a> when they fall, especially if they have <a href='https://medlineplus.gov/osteoporosis.html'>osteoporosis</a>. A broken bone, especially when it is a <a href='https://medlineplus.gov/hipinjuriesanddisorders.html'>hip</a>, may even lead to disability and a loss of independence for the elderly. </p> <p>Some common causes of falls include</p> <ul> <li><a href='https://medlineplus.gov/balanceproblems.html'>Balance problems</a></li> <li>Some medicines, which can make you feel dizzy, confused, or slow</li> <li><a href='https://medlineplus.gov/visionimpairmentandblindness.html'>Vision problems</a></li> <li>Alcohol, which can affect your balance and reflexes</li> <li>Muscle weakness, especially in your legs, which can make it harder for you to get up from a chair or keep your balance when walking on an uneven surface.</li> <li>Certain illnesses, such as <a href='https://medlineplus.gov/lowbloodpressure.html'>low blood pressure</a>, <a href='https://medlineplus.gov/diabetes.html'>diabetes</a>, and <a href='https://medlineplus.gov/peripheralnervedisorders.html'>neuropathy</a></li> <li>Slow reflexes, which make it hard to keep your balance or move out of the way of a hazard</li> <li>Tripping or slipping due to loss of footing or traction</li> </ul> <p>At any age, people can make changes to lower their risk of falling. It important to take care of your health, including getting regular <a href='https://medlineplus.gov/eyecare.html'>eye exams</a>. Regular exercise may lower your risk of falls by strengthening your muscles, improving your balance, and keeping your bones strong. And you can look for ways to make your house safer. For example, you can get rid of tripping hazards and make sure that you have rails on the stairs and in the bath. To reduce the chances of breaking a bone if you do fall, make sure that you get enough <a href='https://medlineplus.gov/calcium.html'>calcium</a> and <a href='https://medlineplus.gov/vitamind.html'>vitamin D</a>. </p> <p >NIH: National Institute on Aging</p>"
"525","Family Issues","There is no such thing as a typical family. Learning about family issues might help you and your family resolve conflicts and communicate better. ","<p>There are many kinds of families. Some have two parents, while others have a single parent. Sometimes there is no parent and grandparents raise grandchildren. Some children live in foster families, adoptive families, or in stepfamilies.</p> <p>Families are much more than groups of people who share the same genes or the same address. They should be a source of love and support. This does not mean that everyone gets along all the time. Conflicts are a part of family life. Many things can lead to conflict, such as illness, disability, addiction, job loss, school problems, and marital issues. Listening to each other and working to resolve conflicts are important in strengthening the family.</p>"
"5654","Female Infertility","Infertility is when a woman can't get pregnant after a year or keeps having miscarriages. Read about female infertility, its causes, and treatments.","<p>Infertility means not being able to get pregnant after at least one year of trying (or 6 months if the woman is over age 35). If a woman keeps having <a href='https://medlineplus.gov/miscarriage.html'>miscarriages</a>, it is also called infertility. Female infertility can result from age, physical problems, hormone problems, and lifestyle or environmental factors.</p> <p>Most cases of infertility in women result from problems with producing eggs. In <a href='https://medlineplus.gov/primaryovarianinsufficiency.html'>primary ovarian insufficiency</a>, the ovaries stop functioning before natural menopause. In <a href='https://medlineplus.gov/polycysticovarysyndrome.html'>polycystic ovary syndrome</a> (PCOS), the ovaries may not release an egg regularly or they may not release a healthy egg.</p> <p>About a third of the time, infertility is because of a problem with the woman. One third of the time, it is a problem with the <a href='https://medlineplus.gov/maleinfertility.html'>man</a>. Sometimes no cause can be found.</p> <p>If you think you might be infertile, see your doctor. There are tests that may tell if you have fertility problems. When it is possible to find the cause, treatments may include medicines, surgery, or <a href='https://medlineplus.gov/assistedreproductivetechnology.html'>assisted reproductive technologies</a>. Happily, many couples treated for infertility are able to have babies.</p> <p >Dept. of Health and Human Services Office on Women's Health</p>"
"1300","Fetal Alcohol Spectrum Disorders","Drinking alcohol while pregnant can result in fetal alcohol spectrum disorders. The most severe is fetal alcohol syndrome. Learn the risks and more.  ","<p>Alcohol can harm your baby at any stage during a pregnancy. That includes the earliest stages, before you even know you are pregnant. <a href='https://medlineplus.gov/pregnancyandsubstanceabuse.html'>Drinking during pregnancy</a> can cause a group of conditions called fetal alcohol spectrum disorders (FASDs). Children who are born with FASD can have a mix of problems, such as medical, behavioral, educational, and social problems. The kinds of problems they have depend on which type of FASD they have. The problems could include </p> <ul> <li>Abnormal facial features, such as a smooth ridge between the nose and upper lip</li> <li>Small head size</li> <li>Shorter-than-average height</li> <li>Low body weight</li> <li>Poor coordination</li> <li>Hyperactive behavior</li> <li>Difficulty with attention and memory</li> <li>Learning disabilities and difficulty in school</li> <li>Speech and language delays</li> <li>Intellectual disability or low IQ</li> <li>Poor reasoning and judgment skills</li> <li>Sleep and sucking problems as a baby</li> <li>Vision or hearing problems</li> <li>Problems with the heart, kidneys, or bones</li> </ul> <p>Fetal alcohol syndrome (FAS) is the most serious type of FASD. People with fetal alcohol syndrome have facial abnormalities, including wide-set and narrow eyes, growth problems and nervous system abnormalities.</p> <p>Diagnosing FASD can be hard because there is no medical test for it. The health care provider will make a diagnosis by looking at the child's signs and symptoms, and will ask whether the mother drank alcohol during pregnancy.</p> <p>FASDs last a lifetime. There is no cure for FASDs, but treatments can help. These include medicines to help with some symptoms, medical care for health problems, behavior and education therapy, and parent training. A good treatment plan is specific to the child's problems. It should include close monitoring, follow-ups, and changes when needed.</p> <p>Certain ""protective factors"" can help reduce the effects of FASDs and help people who have them reach their full potential. They include</p> <ul> <li>Diagnosis before 6 years of age</li> <li>Loving, nurturing, and stable home environment during the school years</li> <li>Absence of violence around them</li> <li>Involvement in special education and social services</li> </ul> <p>There is no known safe amount of alcohol during pregnancy. To prevent FASDs, you should not drink alcohol while you are pregnant, or when you might get pregnant.</p> <p >Centers for Disease Control and Prevention</p>"
"6057","Fetal Health and Development","You want your baby to be healthy as she grows during each trimester. Find out about fetal health and development. ","<p>A normal <a href='https://medlineplus.gov/pregnancy.html'>pregnancy</a> lasts nine months. Each three-month period of pregnancy is called a trimester. During each trimester, the fetus grows and develops. Regular <a href='https://medlineplus.gov/prenatalcare.html'>medical checkups</a> and <a href='https://medlineplus.gov/prenataltesting.html'>prenatal tests</a> are very important. They can</p> <ul> <li>Help keep you and your baby healthy</li> <li>Spot <a href='https://medlineplus.gov/birthdefects.html'>problems with your baby</a> (if there are any). In some cases, health care professionals can treat the problem before your baby is born. But even when they cannot, it can still be helpful to know about the problem early on. That gives you time to learn about your baby's condition and prepare for any challenges you may face after the baby is born.</li> <li>Prevent <a href='https://medlineplus.gov/childbirthproblems.html'>problems during delivery</a>. For example, if your baby is breech (bottom first or feet first, instead of head first), you may need to have a <a href='https://medlineplus.gov/cesareansection.html'>Cesarean section</a> to avoid complications.</li> </ul> <p>Besides getting medical care, there are other things you can do to keep your baby as healthy as possible. It's important <a href='https://medlineplus.gov/pregnancyandsubstanceabuse.html'>not to drink or smoke</a>. Try to eat a <a href='https://medlineplus.gov/pregnancyandnutrition.html'>healthy diet</a> and make sure to take care of any <a href='https://medlineplus.gov/healthproblemsinpregnancy.html'>health problems you have during pregnancy</a>.</p>"
"511","Fever","Are you running a temperature? Learn what can cause a fever and how to know when a fever can be dangerous. ","<p>A fever is a body temperature that is higher than normal. A normal temperature can vary from person to person, but it is usually around 98.6 F. A fever is not a disease. It is usually a sign that your body is trying to fight an illness or infection.</p> <p><a href='https://medlineplus.gov/infectiousdiseases.html'>Infections</a> cause most fevers. You get a fever because your body is trying to kill the virus or bacteria that caused the infection. Most of those bacteria and viruses do well when your body is at your normal temperature. But if you have a fever, it is harder for them to survive. Fever also activates your body's immune system.</p> <p>Other causes of fevers include</p> <ul> <li>Medicines, including some <a href='https://medlineplus.gov/antibiotics.html'>antibiotics</a>, <a href='https://medlineplus.gov/bloodpressuremedicines.html'>blood pressure medicines</a>, and anti-seizure medicines</li> <li><a href='https://medlineplus.gov/heatillness.html'>Heat illness</a></li> <li>Cancers</li> <li><a href='https://medlineplus.gov/autoimmunediseases.html'>Autoimmune diseases</a></li> <li>Some <a href='https://medlineplus.gov/childhoodimmunization.html'>childhood immunizations</a></li> </ul> <p>Treatment depends on the cause of your fever. If the fever is very high, your health care provider may recommend taking an over-the-counter medicine such as acetaminophen or ibuprofen. Adults can also take aspirin, but children with fevers should not take aspirin. It is also important to drink enough liquids, to prevent <a href='https://medlineplus.gov/dehydration.html'>dehydration</a>.</p>"
"32","Fibromyalgia","Fibromyalgia (FMS) is a chronic or long-term condition characterized by pain and tenderness all over the body. Learn about symptoms and treatment.","<p>Fibromyalgia is a disorder that causes muscle pain and fatigue. People with fibromyalgia have ""tender points"" on the body. Tender points are specific places on the neck, shoulders, back, hips, arms, and legs. These points hurt when pressure is put on them.</p> <p>People with fibromyalgia may also have other symptoms, such as</p> <ul> <li>Trouble sleeping</li> <li>Morning stiffness</li> <li>Headaches</li> <li>Painful menstrual periods</li> <li>Tingling or numbness in hands and feet</li> <li>Problems with thinking and memory (sometimes called ""fibro fog"")</li> </ul> <p>No one knows what causes fibromyalgia. Anyone can get it, but it is most common in middle-aged women. People with rheumatoid arthritis and other autoimmune diseases are particularly likely to develop fibromyalgia. There is no cure for fibromyalgia, but medicine can help you manage your symptoms. Getting enough sleep, exercising, and eating well may also help.</p> <p >NIH: National Institute of Arthritis and Musculoskeletal and Skin Diseases</p>"
"5356","Finger Injuries and Disorders","If you've ever smashed a finger or two accidentally, you know how hard it is to return to your daily tasks. Learn about finger injuries and disorders.","<p>You use your fingers and thumbs to do everything from grasping objects to playing musical instruments to typing. When there is something wrong with them, it can make life difficult. Common problems include</p> <ul> <li>Injuries that result in <a href='https://medlineplus.gov/fractures.html'>fractures</a>, ruptured ligaments and <a href='https://medlineplus.gov/dislocations.html'>dislocations</a></li> <li><a href='https://medlineplus.gov/osteoarthritis.html'>Osteoarthritis</a> - wear-and-tear arthritis. It can also cause deformity.</li> <li><a href='https://medlineplus.gov/tendinitis.html'>Tendinitis</a> - irritation of the tendons</li> <li>Dupuytren's contracture - a hereditary thickening of the tough tissue that lies just below the skin of your palm. It causes the fingers to stiffen and bend.</li> <li>Trigger finger - an irritation of the sheath that surrounds the flexor tendons. It can cause the tendon to catch and release like a trigger.</li> </ul>"
"3054","Fistulas","An abnormal connection between two body parts is called a fistula. Treatment depends on the location of the fistula. Read more about them here.","<p>A fistula is an abnormal connection between two parts inside of the body. Fistulas may develop between different organs, such as between the esophagus and the windpipe or the bowel and the vagina. They can also develop between two blood vessels, such as between an artery and a vein or between two arteries.</p> <p>Some people are born with a fistula. Other common causes of fistulas include</p> <ul> <li>Complications from surgery</li> <li>Injury</li> <li>Infection</li> <li>Diseases, such as <a href='https://medlineplus.gov/crohnsdisease.html'>Crohn's disease</a> or <a href='https://medlineplus.gov/ulcerativecolitis.html'>ulcerative colitis</a></li> </ul> <p>Treatment depends on the cause of the fistula, where it is, and how bad it is. Some fistulas will close on their own. In some cases, you may need antibiotics and/or surgery.</p>"
"299","Flu","Do you know the difference between a cold and the flu (influenza)? Or looking for information on the ""stomach flu?"" Discover symptoms and treatment.","<p>Flu is a respiratory infection caused by a number of viruses. The viruses pass through the air and enter your body through your nose or mouth. Between 5% and 20% of people in the U.S. get the flu each year. The flu can be serious or even deadly for elderly people, newborn babies, and people with certain chronic illnesses.</p> <p>Symptoms of the flu come on suddenly and are worse than those of the common cold. They may include </p> <ul> <li>Body or muscle aches</li> <li>Chills </li> <li>Cough </li> <li>Fever </li> <li>Headache </li> <li>Sore throat </li> </ul> <p>Is it a <a href='https://medlineplus.gov/commoncold.html'>cold</a> or the flu? Colds rarely cause a fever or headaches. Flu almost never causes an upset stomach. And ""stomach flu"" isn't really flu at all, but <a href='https://medlineplus.gov/gastroenteritis.html'>gastroenteritis</a>.</p> <p>Most people with the flu recover on their own without medical care. People with mild cases of the flu should stay home and avoid contact with others, except to get medical care. If you get the flu, your health care provider may prescribe medicine to help your body fight the infection and lessen symptoms. </p> <p>The main way to keep from getting the flu is to get a yearly <a href='https://medlineplus.gov/flushot.html'>flu vaccine</a>. <a href='https://medlineplus.gov/germsandhygiene.html'>Good hygiene</a>, including hand washing, can also help.</p> <p >NIH: National Institute of Allergy and Infectious Diseases</p>"
